performance_id,competition,program,name,nation,rank,starting_number,total_segment_score,total_element_score,total_component_score,total_deductions
e10bffed2f,ISU GP Rostelecom Cup 2017,MEN FREE SKATING,Daniel SAMOHIN,ISR,12,2,121.77,52.39,72.38,3.00
7239d73da3,ISU GP Rostelecom Cup 2017,MEN FREE SKATING,Grant HOCHSTEIN,USA,10,3,138.53,66.11,74.42,2.00
9de83cb7e8,ISU GP Rostelecom Cup 2017,MEN FREE SKATING,Andrei LAZUKIN,RUS,11,4,133.60,64.40,71.20,2.00
0ca50e3d3c,ISU GP Rostelecom Cup 2017,MEN FREE SKATING,Moris KVITELASHVILI,GEO,5,5,169.59,90.95,78.64,0.00
4977343db8,ISU GP Rostelecom Cup 2017,MEN FREE SKATING,Nam NGUYEN,CAN,6,6,157.71,83.43,75.28,1.00
6d58f6b020,ISU GP Rostelecom Cup 2017,MEN FREE SKATING,Misha GE,UZB,4,7,170.31,85.39,84.92,0.00
fb902cf344,ISU GP Rostelecom Cup 2017,MEN FREE SKATING,Mikhail KOLYADA,RUS,3,8,185.27,100.27,89.00,4.00
fbf72e103f,ISU GP Rostelecom Cup 2017,MEN FREE SKATING,Deniss VASILJEVS,LAT,9,9,145.09,65.29,80.80,1.00
eb80e313e9,ISU GP Rostelecom Cup 2017,MEN FREE SKATING,Dmitri ALIEV,RUS,7,10,150.84,73.56,81.28,4.00
82e8765702,ISU GP Rostelecom Cup 2017,MEN FREE SKATING,Yuzuru HANYU,JPN,1,11,195.92,101.54,94.38,0.00
edb6cafb44,ISU GP Rostelecom Cup 2017,MEN FREE SKATING,Nathan CHEN,USA,2,12,193.25,104.85,88.40,0.00
6ff54d7c91,ISU GP Rostelecom Cup 2017,MEN SHORT PROGRAM,Andrei LAZUKIN,RUS,9,1,78.54,42.47,36.07,0.00
9a53eaca02,ISU GP Rostelecom Cup 2017,MEN SHORT PROGRAM,Moris KVITELASHVILI,GEO,8,2,80.67,44.66,37.01,1.00
f8e6efbab0,ISU GP Rostelecom Cup 2017,MEN SHORT PROGRAM,Denis TEN,KAZ,10,3,69.00,29.82,41.18,2.00
8e4685a7a8,ISU GP Rostelecom Cup 2017,MEN SHORT PROGRAM,Nam NGUYEN,CAN,7,4,80.74,45.41,36.33,1.00
547829ac2e,ISU GP Rostelecom Cup 2017,MEN SHORT PROGRAM,Grant HOCHSTEIN,USA,11,5,67.56,31.33,37.23,1.00
d445d5e9e4,ISU GP Rostelecom Cup 2017,MEN SHORT PROGRAM,Misha GE,UZB,5,6,85.02,43.39,41.63,0.00
0683de25b9,ISU GP Rostelecom Cup 2017,MEN SHORT PROGRAM,Deniss VASILJEVS,LAT,6,7,82.44,42.33,40.11,0.00
451c567931,ISU GP Rostelecom Cup 2017,MEN SHORT PROGRAM,Dmitri ALIEV,RUS,3,8,88.77,48.45,40.32,0.00
91d148757b,ISU GP Rostelecom Cup 2017,MEN SHORT PROGRAM,Daniel SAMOHIN,ISR,12,9,62.02,25.37,36.65,0.00
3ac6c30ebf,ISU GP Rostelecom Cup 2017,MEN SHORT PROGRAM,Nathan CHEN,USA,1,10,100.54,57.57,42.97,0.00
dadba4b639,ISU GP Rostelecom Cup 2017,MEN SHORT PROGRAM,Mikhail KOLYADA,RUS,4,11,85.79,42.19,43.60,0.00
2ff54e33d4,ISU GP Rostelecom Cup 2017,MEN SHORT PROGRAM,Yuzuru HANYU,JPN,2,12,94.85,49.24,46.61,1.00
03ebc1c483,ISU GP Rostelecom Cup 2017,PAIRS FREE SKATING,Sumire SUTO / Francis BOUDREAU-AUDET,JPN,8,1,87.87,39.14,48.73,0.00
94cfb15b80,ISU GP Rostelecom Cup 2017,PAIRS FREE SKATING,Marissa CASTELLI / Mervin TRAN,USA,6,2,116.16,57.54,58.62,0.00
f7d9c2d43b,ISU GP Rostelecom Cup 2017,PAIRS FREE SKATING,Miriam ZIEGLER / Severin KIEFER,AUT,7,3,115.71,57.49,58.22,0.00
b9fc46c5ac,ISU GP Rostelecom Cup 2017,PAIRS FREE SKATING,Julianne SEGUIN / Charlie BILODEAU,CAN,5,4,119.10,57.69,61.41,0.00
c2c19a69ae,ISU GP Rostelecom Cup 2017,PAIRS FREE SKATING,Valentina MARCHEI / Ondrej HOTAREK,ITA,4,5,125.15,62.70,64.45,2.00
035345c247,ISU GP Rostelecom Cup 2017,PAIRS FREE SKATING,Kristina ASTAKHOVA / Alexei ROGONOV,RUS,3,6,131.97,67.46,64.51,0.00
663119077f,ISU GP Rostelecom Cup 2017,PAIRS FREE SKATING,Ksenia STOLBOVA / Fedor KLIMOV,RUS,2,7,133.04,62.23,72.81,2.00
88438772fd,ISU GP Rostelecom Cup 2017,PAIRS FREE SKATING,Evgenia TARASOVA / Vladimir MOROZOV,RUS,1,8,147.37,73.79,74.58,1.00
3ed1b604e1,ISU GP Rostelecom Cup 2017,PAIRS SHORT PROGRAM,Sumire SUTO / Francis BOUDREAU-AUDET,JPN,8,1,48.93,24.12,24.81,0.00
0716b45836,ISU GP Rostelecom Cup 2017,PAIRS SHORT PROGRAM,Marissa CASTELLI / Mervin TRAN,USA,7,2,54.37,27.07,28.30,1.00
f6644d07ff,ISU GP Rostelecom Cup 2017,PAIRS SHORT PROGRAM,Miriam ZIEGLER / Severin KIEFER,AUT,6,3,59.35,30.93,28.42,0.00
4deb59b15a,ISU GP Rostelecom Cup 2017,PAIRS SHORT PROGRAM,Kristina ASTAKHOVA / Alexei ROGONOV,RUS,4,4,67.14,36.54,30.60,0.00
26056edcee,ISU GP Rostelecom Cup 2017,PAIRS SHORT PROGRAM,Valentina MARCHEI / Ondrej HOTAREK,ITA,3,5,68.48,36.13,32.35,0.00
57e3466cb7,ISU GP Rostelecom Cup 2017,PAIRS SHORT PROGRAM,Julianne SEGUIN / Charlie BILODEAU,CAN,5,6,67.06,35.99,31.07,0.00
603a6ce27b,ISU GP Rostelecom Cup 2017,PAIRS SHORT PROGRAM,Ksenia STOLBOVA / Fedor KLIMOV,RUS,2,7,71.39,36.36,36.03,1.00
f3fb570ae1,ISU GP Rostelecom Cup 2017,PAIRS SHORT PROGRAM,Evgenia TARASOVA / Vladimir MOROZOV,RUS,1,8,76.88,39.94,36.94,0.00
ec467bcff0,ISU GP Trophee de France 2016,ICE DANCE FREE DANCE,Viktoria KAVALIOVA / Yurii BIELIAIEV,BLR,10,1,68.23,30.38,37.85,0.00
3c2a40f8c3,ISU GP Trophee de France 2016,ICE DANCE FREE DANCE,Lorenza ALESSANDRINI / Pierre SOUQUET,FRA,9,2,81.94,43.00,38.94,0.00
66abc70a09,ISU GP Trophee de France 2016,ICE DANCE FREE DANCE,Marie-Jade LAURIAULT / Romain LE GAC,FRA,6,3,92.70,49.70,44.00,1.00
e672bb73e5,ISU GP Trophee de France 2016,ICE DANCE FREE DANCE,Cortney MANSOUR / Michal CESKA,CZE,8,4,85.23,43.52,41.71,0.00
1e554e2443,ISU GP Trophee de France 2016,ICE DANCE FREE DANCE,Alexandra NAZAROVA / Maxim NIKITIN,UKR,7,5,88.78,43.73,45.05,0.00
0b9fa14db4,ISU GP Trophee de France 2016,ICE DANCE FREE DANCE,Piper GILLES / Paul POIRIER,CAN,3,6,106.04,53.50,52.54,0.00
18e39197bc,ISU GP Trophee de France 2016,ICE DANCE FREE DANCE,Isabella TOBIAS / Ilia TKACHENKO,ISR,5,7,95.16,45.00,50.16,0.00
f8c018b65e,ISU GP Trophee de France 2016,ICE DANCE FREE DANCE,Elena ILINYKH / Ruslan ZHIGANSHIN,RUS,4,8,98.68,47.69,52.99,2.00
0e0cd4e9a4,ISU GP Trophee de France 2016,ICE DANCE FREE DANCE,Madison HUBBELL / Zachary DONOHUE,USA,2,9,107.81,54.88,52.93,0.00
6866fdcce5,ISU GP Trophee de France 2016,ICE DANCE FREE DANCE,Gabriella PAPADAKIS / Guillaume CIZERON,FRA,1,10,115.24,57.77,57.47,0.00
de2271ca4e,ISU GP Trophee de France 2016,ICE DANCE SHORT DANCE,Cortney MANSOUR / Michal CESKA,CZE,8,1,55.69,29.35,26.34,0.00
c547bf6013,ISU GP Trophee de France 2016,ICE DANCE SHORT DANCE,Piper GILLES / Paul POIRIER,CAN,4,2,64.74,30.54,34.20,0.00
1439426eef,ISU GP Trophee de France 2016,ICE DANCE SHORT DANCE,Marie-Jade LAURIAULT / Romain LE GAC,FRA,6,3,57.37,28.88,28.49,0.00
8c314ea156,ISU GP Trophee de France 2016,ICE DANCE SHORT DANCE,Viktoria KAVALIOVA / Yurii BIELIAIEV,BLR,10,4,46.81,20.54,26.27,0.00
91f722641f,ISU GP Trophee de France 2016,ICE DANCE SHORT DANCE,Isabella TOBIAS / Ilia TKACHENKO,ISR,5,5,63.70,31.07,32.63,0.00
d6db3535a8,ISU GP Trophee de France 2016,ICE DANCE SHORT DANCE,Madison HUBBELL / Zachary DONOHUE,USA,3,6,66.77,32.37,34.40,0.00
04eb330cd3,ISU GP Trophee de France 2016,ICE DANCE SHORT DANCE,Elena ILINYKH / Ruslan ZHIGANSHIN,RUS,2,7,68.72,33.29,35.43,0.00
834294ea4b,ISU GP Trophee de France 2016,ICE DANCE SHORT DANCE,Alexandra NAZAROVA / Maxim NIKITIN,UKR,7,8,56.61,29.10,28.51,1.00
a8769898c2,ISU GP Trophee de France 2016,ICE DANCE SHORT DANCE,Lorenza ALESSANDRINI / Pierre SOUQUET,FRA,9,9,48.18,22.94,25.24,0.00
039230448c,ISU GP Trophee de France 2016,ICE DANCE SHORT DANCE,Gabriella PAPADAKIS / Guillaume CIZERON,FRA,1,10,78.26,40.43,37.83,0.00
bc8819f657,ISU GP Trophee de France 2016,LADIES FREE SKATING,Mae Berenice MEITE,FRA,5,1,119.87,64.28,55.59,0.00
06c36c8819,ISU GP Trophee de France 2016,LADIES FREE SKATING,Yuka NAGAI,JPN,9,2,107.08,49.95,57.13,0.00
9e9f13b524,ISU GP Trophee de France 2016,LADIES FREE SKATING,Gracie GOLD,USA,8,3,111.02,50.69,62.33,2.00
d5e9e8bd54,ISU GP Trophee de France 2016,LADIES FREE SKATING,Anastasia GALUSTYAN,ARM,11,4,98.57,46.07,53.50,1.00
e3937497cb,ISU GP Trophee de France 2016,LADIES FREE SKATING,Alena LEONOVA,RUS,12,5,77.49,33.56,52.93,9.00
7db2f5245c,ISU GP Trophee de France 2016,LADIES FREE SKATING,Mao ASADA,JPN,10,6,100.10,39.64,60.46,0.00
7604cf381b,ISU GP Trophee de France 2016,LADIES FREE SKATING,So Youn PARK,KOR,4,7,120.30,61.70,59.60,1.00
d5d66fcea4,ISU GP Trophee de France 2016,LADIES FREE SKATING,Wakaba HIGUCHI,JPN,3,8,129.46,63.59,65.87,0.00
01e5ba3b8e,ISU GP Trophee de France 2016,LADIES FREE SKATING,Laurine LECAVELIER,FRA,7,9,118.04,58.73,61.31,2.00
ff18560fa0,ISU GP Trophee de France 2016,LADIES FREE SKATING,Evgenia MEDVEDEVA,RUS,1,10,143.02,72.06,71.96,1.00
6b6fa3ed07,ISU GP Trophee de France 2016,LADIES FREE SKATING,Maria SOTSKOVA,RUS,2,11,131.64,67.77,63.87,0.00
e555e60a9d,ISU GP Trophee de France 2016,LADIES FREE SKATING,Gabrielle DALEMAN,CAN,6,12,119.40,55.26,65.14,1.00
6a6cc7933c,ISU GP Trophee de France 2016,LADIES SHORT PROGRAM,Gracie GOLD,USA,10,1,54.87,23.19,31.68,0.00
2fea7d22cb,ISU GP Trophee de France 2016,LADIES SHORT PROGRAM,Evgenia MEDVEDEVA,RUS,1,2,78.52,42.16,36.36,0.00
4a6eb88f32,ISU GP Trophee de France 2016,LADIES SHORT PROGRAM,Gabrielle DALEMAN,CAN,2,3,72.70,39.35,33.35,0.00
ac12d2f078,ISU GP Trophee de France 2016,LADIES SHORT PROGRAM,Mao ASADA,JPN,8,4,61.29,29.12,32.17,0.00
8263ed2e03,ISU GP Trophee de France 2016,LADIES SHORT PROGRAM,Alena LEONOVA,RUS,7,5,63.87,33.13,30.74,0.00
6bd1498746,ISU GP Trophee de France 2016,LADIES SHORT PROGRAM,So Youn PARK,KOR,6,6,64.89,35.67,29.22,0.00
52894cabd2,ISU GP Trophee de France 2016,LADIES SHORT PROGRAM,Mae Berenice MEITE,FRA,11,7,52.78,26.67,27.11,1.00
a0129b24cf,ISU GP Trophee de France 2016,LADIES SHORT PROGRAM,Laurine LECAVELIER,FRA,4,8,66.61,36.14,30.47,0.00
2a65f43b3e,ISU GP Trophee de France 2016,LADIES SHORT PROGRAM,Maria SOTSKOVA,RUS,3,9,68.71,38.56,30.15,0.00
cafc7c93f8,ISU GP Trophee de France 2016,LADIES SHORT PROGRAM,Anastasia GALUSTYAN,ARM,9,10,56.92,30.90,27.02,1.00
b243277edb,ISU GP Trophee de France 2016,LADIES SHORT PROGRAM,Yuka NAGAI,JPN,12,11,52.41,24.64,27.77,0.00
3bcd6336ec,ISU GP Trophee de France 2016,LADIES SHORT PROGRAM,Wakaba HIGUCHI,JPN,5,12,65.02,33.96,31.06,0.00
89f338e201,ISU GP Trophee de France 2016,MEN FREE SKATING,Artur DMITRIEV,RUS,7,1,154.22,84.78,69.44,0.00
012b24851b,ISU GP Trophee de France 2016,MEN FREE SKATING,Ivan RIGHINI,ITA,11,2,117.39,47.81,71.58,2.00
f9fd3fc8f2,ISU GP Trophee de France 2016,MEN FREE SKATING,Chafik BESSEGHIER,FRA,9,3,148.02,75.66,72.36,0.00
624200a436,ISU GP Trophee de France 2016,MEN FREE SKATING,Brendan KERRY,AUS,10,4,128.73,58.53,70.20,0.00
db7d06e5ff,ISU GP Trophee de France 2016,MEN FREE SKATING,Misha GE,UZB,6,5,156.57,77.63,79.94,1.00
f83d8f0db6,ISU GP Trophee de France 2016,MEN FREE SKATING,Adam RIPPON,USA,2,6,182.28,94.64,87.64,0.00
7de0650105,ISU GP Trophee de France 2016,MEN FREE SKATING,Takahito MURA,JPN,5,7,170.04,89.84,81.20,1.00
8f51911589,ISU GP Trophee de France 2016,MEN FREE SKATING,Jorik HENDRICKX,BEL,8,8,150.13,73.13,78.00,1.00
bb5298746a,ISU GP Trophee de France 2016,MEN FREE SKATING,Nathan CHEN,USA,4,9,171.95,94.59,79.36,2.00
0055dd827d,ISU GP Trophee de France 2016,MEN FREE SKATING,Denis TEN,KAZ,3,10,180.05,93.39,86.66,0.00
7af4b8e4c3,ISU GP Trophee de France 2016,MEN FREE SKATING,Javier FERNANDEZ,ESP,1,11,188.81,97.53,92.28,1.00
6a15f11f3a,ISU GP Trophee de France 2016,MEN SHORT PROGRAM,Adam RIPPON,USA,4,1,85.25,43.33,41.92,0.00
d7b2e8a6f6,ISU GP Trophee de France 2016,MEN SHORT PROGRAM,Brendan KERRY,AUS,9,2,70.67,35.67,36.00,1.00
406ba5464c,ISU GP Trophee de France 2016,MEN SHORT PROGRAM,Chafik BESSEGHIER,FRA,7,3,77.00,40.11,36.89,0.00
0a2e923157,ISU GP Trophee de France 2016,MEN SHORT PROGRAM,Takahito MURA,JPN,6,4,78.38,39.92,39.46,1.00
c152f66b8d,ISU GP Trophee de France 2016,MEN SHORT PROGRAM,Artur DMITRIEV,RUS,11,5,64.48,29.45,35.03,0.00
e8acb79e50,ISU GP Trophee de France 2016,MEN SHORT PROGRAM,Javier FERNANDEZ,ESP,1,6,96.57,51.68,45.89,1.00
3ae6ed8910,ISU GP Trophee de France 2016,MEN SHORT PROGRAM,Misha GE,UZB,8,7,72.49,35.32,38.17,1.00
f3a0c1333d,ISU GP Trophee de France 2016,MEN SHORT PROGRAM,Denis TEN,KAZ,3,8,89.21,47.40,41.81,0.00
d46b8002e8,ISU GP Trophee de France 2016,MEN SHORT PROGRAM,Ivan RIGHINI,ITA,10,9,68.42,31.32,37.10,0.00
8530bd6db9,ISU GP Trophee de France 2016,MEN SHORT PROGRAM,Nathan CHEN,USA,2,10,92.85,51.74,41.11,0.00
f1c3387067,ISU GP Trophee de France 2016,MEN SHORT PROGRAM,Jorik HENDRICKX,BEL,5,11,80.34,41.30,39.04,0.00
832bbb7852,ISU GP Trophee de France 2016,PAIRS FREE SKATING,Miriam ZIEGLER / Severin KIEFER,AUT,6,1,92.95,48.41,47.54,3.00
6ffb9688ae,ISU GP Trophee de France 2016,PAIRS FREE SKATING,Vanessa JAMES / Morgan CIPRES,FRA,2,2,132.53,67.91,64.62,0.00
0d218a8c9a,ISU GP Trophee de France 2016,PAIRS FREE SKATING,Marissa CASTELLI / Mervin TRAN,USA,5,3,116.92,57.50,60.42,1.00
92a1f1cfc3,ISU GP Trophee de France 2016,PAIRS FREE SKATING,Natalia ZABIIAKO / Alexander ENBERT,RUS,4,4,121.20,59.42,62.78,1.00
e4c4972c93,ISU GP Trophee de France 2016,PAIRS FREE SKATING,Aliona SAVCHENKO / Bruno MASSOT,GER,1,5,133.04,62.90,71.14,1.00
d7474b0a8a,ISU GP Trophee de France 2016,PAIRS FREE SKATING,Evgenia TARASOVA / Vladimir MOROZOV,RUS,3,6,130.70,63.21,67.49,0.00
ccb53dcd67,ISU GP Trophee de France 2016,PAIRS SHORT PROGRAM,Miriam ZIEGLER / Severin KIEFER,AUT,6,1,52.06,27.60,25.46,1.00
007e8ef343,ISU GP Trophee de France 2016,PAIRS SHORT PROGRAM,Marissa CASTELLI / Mervin TRAN,USA,5,2,59.26,31.08,29.18,1.00
bd43313010,ISU GP Trophee de France 2016,PAIRS SHORT PROGRAM,Vanessa JAMES / Morgan CIPRES,FRA,4,3,66.05,35.16,30.89,0.00
0b13d4091f,ISU GP Trophee de France 2016,PAIRS SHORT PROGRAM,Natalia ZABIIAKO / Alexander ENBERT,RUS,3,4,71.36,39.50,31.86,0.00
a71aa5a27d,ISU GP Trophee de France 2016,PAIRS SHORT PROGRAM,Evgenia TARASOVA / Vladimir MOROZOV,RUS,2,5,76.24,41.87,34.37,0.00
e2974c704a,ISU GP Trophee de France 2016,PAIRS SHORT PROGRAM,Aliona SAVCHENKO / Bruno MASSOT,GER,1,6,77.55,41.83,35.72,0.00
b9f58107f4,ISU Grand Prix of Figure Skating Final 2016,ICE DANCE FREE DANCE,Madison CHOCK / Evan BATES,USA,4,1,108.45,54.19,54.26,0.00
c15ec0d75f,ISU Grand Prix of Figure Skating Final 2016,ICE DANCE FREE DANCE,Ekaterina BOBROVA / Dmitri SOLOVIEV,RUS,5,2,107.91,52.92,54.99,0.00
4284505d93,ISU Grand Prix of Figure Skating Final 2016,ICE DANCE FREE DANCE,Madison HUBBELL / Zachary DONOHUE,USA,6,3,107.12,53.30,53.82,0.00
1d87f96574,ISU Grand Prix of Figure Skating Final 2016,ICE DANCE FREE DANCE,Gabriella PAPADAKIS / Guillaume CIZERON,FRA,2,4,114.95,57.34,57.61,0.00
ea9765a219,ISU Grand Prix of Figure Skating Final 2016,ICE DANCE FREE DANCE,Maia SHIBUTANI / Alex SHIBUTANI,USA,3,5,111.63,55.45,56.18,0.00
4c10c4eadb,ISU Grand Prix of Figure Skating Final 2016,ICE DANCE FREE DANCE,Tessa VIRTUE / Scott MOIR,CAN,1,6,116.72,58.58,58.14,0.00
80c81a6755,ISU Grand Prix of Figure Skating Final 2016,ICE DANCE SHORT DANCE,Madison CHOCK / Evan BATES,USA,6,1,70.87,36.47,35.40,1.00
16cb5bec66,ISU Grand Prix of Figure Skating Final 2016,ICE DANCE SHORT DANCE,Tessa VIRTUE / Scott MOIR,CAN,1,2,80.50,42.16,38.34,0.00
6f3d93374b,ISU Grand Prix of Figure Skating Final 2016,ICE DANCE SHORT DANCE,Gabriella PAPADAKIS / Guillaume CIZERON,FRA,3,3,77.86,40.18,37.68,0.00
45439479a7,ISU Grand Prix of Figure Skating Final 2016,ICE DANCE SHORT DANCE,Ekaterina BOBROVA / Dmitri SOLOVIEV,RUS,4,4,74.04,37.86,36.18,0.00
1fdbdef440,ISU Grand Prix of Figure Skating Final 2016,ICE DANCE SHORT DANCE,Maia SHIBUTANI / Alex SHIBUTANI,USA,2,5,77.97,40.85,37.12,0.00
c2780674da,ISU Grand Prix of Figure Skating Final 2016,ICE DANCE SHORT DANCE,Madison HUBBELL / Zachary DONOHUE,USA,5,6,72.47,37.66,34.81,0.00
969057f97a,ISU Grand Prix of Figure Skating Final 2016,JUNIOR ICE DANCE FREE DANCE,Anastasia SHPILEVAYA / Grigory SMIRNOV,RUS,6,1,81.35,39.24,43.11,1.00
f9a6eda5ba,ISU Grand Prix of Figure Skating Final 2016,JUNIOR ICE DANCE FREE DANCE,Angelique ABACHKINA / Louis THAURON,FRA,5,2,86.04,41.92,44.12,0.00
572c6855b4,ISU Grand Prix of Figure Skating Final 2016,JUNIOR ICE DANCE FREE DANCE,Christina CARREIRA / Anthony PONOMARENKO,USA,4,3,88.59,43.51,45.08,0.00
9a239b8977,ISU Grand Prix of Figure Skating Final 2016,JUNIOR ICE DANCE FREE DANCE,Lorraine MCNAMARA / Quinn CARPENTER,USA,3,4,89.74,42.22,47.52,0.00
4df6e87dab,ISU Grand Prix of Figure Skating Final 2016,JUNIOR ICE DANCE FREE DANCE,Alla LOBODA / Pavel DROZD,RUS,2,5,94.29,44.53,49.76,0.00
e2edc5ac8b,ISU Grand Prix of Figure Skating Final 2016,JUNIOR ICE DANCE FREE DANCE,Rachel PARSONS / Michael PARSONS,USA,1,6,95.59,46.39,49.20,0.00
d4e3157d1d,ISU Grand Prix of Figure Skating Final 2016,JUNIOR ICE DANCE SHORT DANCE,Anastasia SHPILEVAYA / Grigory SMIRNOV,RUS,6,1,59.29,30.75,28.54,0.00
0af9d45e35,ISU Grand Prix of Figure Skating Final 2016,JUNIOR ICE DANCE SHORT DANCE,Lorraine MCNAMARA / Quinn CARPENTER,USA,3,2,63.73,32.67,31.06,0.00
6f2de72395,ISU Grand Prix of Figure Skating Final 2016,JUNIOR ICE DANCE SHORT DANCE,Christina CARREIRA / Anthony PONOMARENKO,USA,4,3,61.39,32.09,29.30,0.00
0f4ebd7810,ISU Grand Prix of Figure Skating Final 2016,JUNIOR ICE DANCE SHORT DANCE,Rachel PARSONS / Michael PARSONS,USA,2,4,66.91,35.11,31.80,0.00
edab9ac754,ISU Grand Prix of Figure Skating Final 2016,JUNIOR ICE DANCE SHORT DANCE,Angelique ABACHKINA / Louis THAURON,FRA,5,5,60.08,31.34,28.74,0.00
38fb0842a4,ISU Grand Prix of Figure Skating Final 2016,JUNIOR ICE DANCE SHORT DANCE,Alla LOBODA / Pavel DROZD,RUS,1,6,67.58,34.86,32.72,0.00
9dc16c985b,ISU Grand Prix of Figure Skating Final 2016,JUNIOR LADIES FREE SKATING,Elizaveta NUGUMANOVA,RUS,5,1,111.74,57.24,56.50,2.00
2f94db333a,ISU Grand Prix of Figure Skating Final 2016,JUNIOR LADIES FREE SKATING,Rika KIHIRA,JPN,3,2,120.38,65.10,56.28,1.00
f00cadb658,ISU Grand Prix of Figure Skating Final 2016,JUNIOR LADIES FREE SKATING,Kaori SAKAMOTO,JPN,4,3,111.85,56.85,56.00,1.00
79312eda86,ISU Grand Prix of Figure Skating Final 2016,JUNIOR LADIES FREE SKATING,Anastasiia GUBANOVA,RUS,2,4,133.77,71.27,62.50,0.00
2adfc0ee61,ISU Grand Prix of Figure Skating Final 2016,JUNIOR LADIES FREE SKATING,Alina ZAGITOVA,RUS,1,5,136.51,73.84,62.67,0.00
d9f9cc3d6f,ISU Grand Prix of Figure Skating Final 2016,JUNIOR LADIES SHORT PROGRAM,Rika KIHIRA,JPN,5,1,54.78,28.18,27.60,1.00
619e16d0ae,ISU Grand Prix of Figure Skating Final 2016,JUNIOR LADIES SHORT PROGRAM,Kaori SAKAMOTO,JPN,2,2,64.48,36.87,27.61,0.00
3f4563deb8,ISU Grand Prix of Figure Skating Final 2016,JUNIOR LADIES SHORT PROGRAM,Anastasiia GUBANOVA,RUS,3,3,60.30,31.90,29.40,1.00
372edf68a2,ISU Grand Prix of Figure Skating Final 2016,JUNIOR LADIES SHORT PROGRAM,Elizaveta NUGUMANOVA,RUS,4,4,58.34,30.83,28.51,1.00
19e2ff10d4,ISU Grand Prix of Figure Skating Final 2016,JUNIOR LADIES SHORT PROGRAM,Alina ZAGITOVA,RUS,1,5,70.92,41.12,29.80,0.00
87d9de7e42,ISU Grand Prix of Figure Skating Final 2016,JUNIOR MEN FREE SKATING,Jun Hwan CHA,KOR,3,1,153.70,80.06,74.64,1.00
ea6c32cc9c,ISU Grand Prix of Figure Skating Final 2016,JUNIOR MEN FREE SKATING,Alexei KRASNOZHON,USA,6,2,137.37,72.51,65.86,1.00
c99b5c45f4,ISU Grand Prix of Figure Skating Final 2016,JUNIOR MEN FREE SKATING,Ilia SKIRDA,RUS,5,3,138.80,69.14,69.66,0.00
983ea908fb,ISU Grand Prix of Figure Skating Final 2016,JUNIOR MEN FREE SKATING,Alexander SAMARIN,RUS,2,4,155.44,83.44,73.00,1.00
037790ee8b,ISU Grand Prix of Figure Skating Final 2016,JUNIOR MEN FREE SKATING,Roman SAVOSIN,RUS,4,5,139.41,70.27,69.14,0.00
fe36104ea8,ISU Grand Prix of Figure Skating Final 2016,JUNIOR MEN FREE SKATING,Dmitri ALIEV,RUS,1,6,158.70,81.50,78.20,1.00
8e5e8c291c,ISU Grand Prix of Figure Skating Final 2016,JUNIOR MEN SHORT PROGRAM,Roman SAVOSIN,RUS,3,1,72.98,39.37,33.61,0.00
fd81949321,ISU Grand Prix of Figure Skating Final 2016,JUNIOR MEN SHORT PROGRAM,Ilia SKIRDA,RUS,6,2,68.31,35.85,32.46,0.00
386401e6bc,ISU Grand Prix of Figure Skating Final 2016,JUNIOR MEN SHORT PROGRAM,Dmitri ALIEV,RUS,1,3,81.37,43.90,37.47,0.00
38c0588cd6,ISU Grand Prix of Figure Skating Final 2016,JUNIOR MEN SHORT PROGRAM,Jun Hwan CHA,KOR,4,4,71.85,35.60,36.25,0.00
7bc4247adb,ISU Grand Prix of Figure Skating Final 2016,JUNIOR MEN SHORT PROGRAM,Alexander SAMARIN,RUS,2,5,81.08,43.76,37.32,0.00
9c0535af43,ISU Grand Prix of Figure Skating Final 2016,JUNIOR MEN SHORT PROGRAM,Alexei KRASNOZHON,USA,5,6,71.48,37.13,34.35,0.00
8e825d9b21,ISU Grand Prix of Figure Skating Final 2016,JUNIOR PAIRS FREE SKATING,Amina ATAKHANOVA / Ilia SPIRIDONOV,RUS,6,1,82.72,37.83,46.89,2.00
47cb86fb6f,ISU Grand Prix of Figure Skating Final 2016,JUNIOR PAIRS FREE SKATING,Ekaterina ALEXANDROVSKAYA / Harley WINDSOR,AUS,5,2,84.28,39.82,46.46,2.00
a2d608b6a2,ISU Grand Prix of Figure Skating Final 2016,JUNIOR PAIRS FREE SKATING,Aleksandra BOIKOVA / Dmitrii KOZLOVSKII,RUS,3,3,100.97,50.89,51.08,1.00
8d13389a35,ISU Grand Prix of Figure Skating Final 2016,JUNIOR PAIRS FREE SKATING,Alina USTIMKINA / Nikita VOLODIN,RUS,4,4,99.09,47.76,51.33,0.00
1c0eae4b10,ISU Grand Prix of Figure Skating Final 2016,JUNIOR PAIRS FREE SKATING,Anastasia MISHINA / Vladislav MIRZOEV,RUS,1,5,115.90,58.35,57.55,0.00
8a5298a7a7,ISU Grand Prix of Figure Skating Final 2016,JUNIOR PAIRS FREE SKATING,Anna DUSKOVA / Martin BIDAR,CZE,2,6,106.38,52.51,54.87,1.00
beafd54fb0,ISU Grand Prix of Figure Skating Final 2016,JUNIOR PAIRS SHORT PROGRAM,Alina USTIMKINA / Nikita VOLODIN,RUS,3,1,59.05,33.99,25.06,0.00
524e66e056,ISU Grand Prix of Figure Skating Final 2016,JUNIOR PAIRS SHORT PROGRAM,Anastasia MISHINA / Vladislav MIRZOEV,RUS,1,2,64.73,37.19,27.54,0.00
